HCP_MMP1.0 + HCPex Index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,HCPex_394_R_AV,HCPex_395_R_CeM,HCPex_396_R_CL,HCPex_397_R_CM,HCPex_398_R_LD,HCPex_399_R_LGN,HCPex_400_R_LP,HCPex_401_R_L-Sg,HCPex_402_R_MDl,HCPex_403_R_MDm,HCPex_404_R_MGN,HCPex_406_R_Pf,HCPex_407_R_PuA,HCPex_408_R_PuI,HCPex_409_R_PuL,HCPex_410_R_PuM,HCPex_411_R_VA,HCPex_412_R_VLa,HCPex_413_R_VLp,HCPex_414_R_VPL,HCPex_415_R_Putam,HCPex_416_R_Caud,HCPex_417_R_NAc,HCPex_418_R_Gpe,HCPex_419_R_Gpi,HCPex_420_R_Amyg,HCPex_421_R_SNpc,HCPex_422_R_SNpr,HCPex_423_R_VTA,HCPex_424_R_MB,HCPex_425_R_Septum,HCPex_426_R_Nb
155,0.097513083,0.038217849,0.051828021,0.099417891,0.089483339,0.091268503,0.105419181,0.000873944,0.002870523,0.002920614,0.010088958,0.005789445,0.048376515,0.076703138,0.053630239,0.06743607,0.041993022,0.066469817,0.065951498,0.025221702,0.056582425,0.075408698,0.042503775,0.00863178,0.023163027,0.003991744,0.055406122,0.029608079,0.051999055,0.051860691,0.143632604,0.053241265,0.06880259,0.060037502,0.066139448,0.009973123,0.022020325,0.071459575,0.006108432,0.059609148,0.071441799,0.006586976,0.014866755,0.00085496,0.021867832,0.042565282,0.00714579,0.015949307,0.02435264,0.02897439,0.003621775,0.003866357,0.002893126,0.001395121,0.005487321,0.003688186,0.04185432,0.066861707,0.050974557,0.058355382,0.069754806,0.036114885,0.006254047,0.062258718,0.170128867,0.022169937,0.02685464,0.050398128,0.065801536,0.056995284,0.041752171,0.051657925,0.021167635,0.025869859,0.026203534,0.034848589,0.070645119,0.017979185,0.022522017,0.021351131,0.022281977,0.025757132,0.023075955,0.026163733,0.050566057,0.048023376,0.025123411,0.152578094,0.107442261,0.133829823,0.024732666,0.02085639,0.045748224,0.012193698,0.012204995,0.004876984,0.027510947,0.019578125,0.005341846,0.00622214,0.008515916,0.011257517,0.005189419,0.014177348,0.013144465,0.009882564,0.002971174,0.014910389,0.015137982,0.011183426,0.006511165,0.003845114,0.016081086,0.019902811,0.016833741,0.003217292,0.007298645,0.386838075,0.459942104,0.26920399,0.560918704,0.204476452,0.006779516,0.011417358,0.012406704,0.352291458,0.24431068,0.008248881,0.025669915,0.036210272,0.065870824,0.084096318,0.087432298,0.070361579,0.173081626,0.068719429,0.042583459,0.174251419,0.031035693,0.022631603,0.02302986,0.064675263,0.02824255,0.008140829,0.015077439,0.034723138,0.004288626,0.006746787,0.004280835,0.015496095,0.010337291,0.050319786,0.124652023,0.09869441,0.331486874,0.103263386,0.05690146,0.058904819,0.086528923,0.109601209,0.065141464,0.056354641,0.077994997,0.205669899,0.190585109,0.082259936,0.003210266,0.009902066,0.010373787,0.036678723,0.057953712,0.19594778,0.00713372,0.013557206,0.012798693,0.030322832,0.092220503,0.003460503,0.042230781,0.058326315,0.016269065,0.014859734,0.026884901,0.002219061,0.024474178,0.007561415,0.055984131,0.015060087,0.008682177,0.011832267,0.002306252,0.006070727,0.009047756,0.026696007,0.008646582,0.073373088,0.010006775,0.005636067,0.003341374,0.002377301,0.032859882,0.026458639,0.013541384,0.027351437,0.005404473,0.059691435,0.001446637,0.000945398,0.000480382,0.001734348,0.013138686,0.013308169
156,0.326175464,0.145625013,0.33616171,0.344195742,0.376159055,0.335016088,0.321361203,0.00307654,0.00956177,0.007852852,0.018791117,0.015369204,0.372888189,0.030464823,0.271333828,0.310134059,0.206489359,0.165649945,0.325308365,0.258379219,0.318034876,0.32748185,0.158334974,0.049880418,0.074898544,0.008845937,0.064153016,0.095265804,0.111994844,0.027039004,0.274168354,0.006786504,0.017825672,0.009061123,0.008710793,0.015095967,0.017607188,0.017872482,0.013099803,0.010247598,0.004531297,0.016025237,0.008074692,0.015023715,0.043668088,0.12193086,0.039748615,0.073249642,0.066550031,0.127412138,0.01911336,0.023153267,0.009600841,0.003830016,0.009545793,0.011003817,0.003769201,0.016096006,0.007327627,0.002367388,0.020989498,0.002530285,0.005179123,0.031416624,0.129288463,0.010405025,0.021182569,0.014160915,0.009773918,0.130453728,0.200035035,0.034240689,0.022187264,0.018513213,0.0636566,0.026972856,0.068298785,0.026157399,0.017727841,0.022968118,0.016785619,0.069558168,0.029515883,0.127946147,0.200419502,0.272721716,0.084616791,0.029231701,0.02425541,0.00851695,0.01084941,0.010892873,0.0061566,0.008131653,0.053274907,0.013236431,0.022686947,0.008989965,0.031741317,0.036773066,0.046367695,0.050246136,0.054385318,0.059805548,0.056471913,0.047319741,0.05745258,0.043400342,0.052296442,0.005248229,0.016867209,0.006583189,0.06259684,0.068291502,0.06217437,0.024443757,0.031697749,0.057963856,0.071619457,0.040283195,0.135966764,0.027159099,0.053182538,0.057222715,0.07616144,0.031779768,0.07213805,0.053786549,0.103046265,0.131353114,0.031917231,0.150909629,0.189874076,0.398590152,0.434970891,0.343750497,0.166593201,0.276061741,0.106769444,0.093628635,0.103933871,0.298521188,0.125727026,0.034392367,0.071491467,0.173157935,0.03008364,0.040714589,0.025799642,0.059231555,0.045682027,0.325698104,0.176463805,0.268394864,0.093221732,0.358187024,0.174657963,0.330741794,0.347311024,0.156178127,0.008312718,0.006833208,0.215379567,0.025193172,0.070664332,0.005596468,0.059506446,0.047025487,0.028397795,0.126332798,0.166729726,0.189590909,0.051251065,0.05942555,0.064041724,0.089320497,0.179030564,0.058955071,0.003338409,0.013065225,0.01934158,0.046764034,0.033038339,0.049934966,0.027716999,0.104439069,0.06301074,0.080426985,0.026684254,0.039816732,0.038813747,0.041734369,0.079418978,0.174223736,0.083862646,0.099339847,0.0300895,0.028936937,0.058213046,0.054429099,0.052276042,0.074481622,0.013849227,0.051638911,0.036292801,0.042762366,0.023673413,0.028736535,0.075469014,0.091437178,0.013991409,0.008644395
157,0.202428796,0.12473961,0.132304496,0.2226725,0.229587393,0.160926181,0.109481766,0.013574104,0.02059908,0.017293771,0.030157697,0.025738711,0.182210623,0.03176484,0.118771574,0.175690159,0.149470552,0.073906002,0.174721318,0.104972984,0.142540566,0.149381967,0.118813703,0.120153038,0.140297574,0.020759086,0.066707528,0.143170796,0.082713176,0.029221758,0.101710014,0.017706731,0.028235388,0.021460476,0.02345738,0.026087192,0.038141158,0.051734871,0.019144908,0.028891738,0.015958931,0.019005602,0.022610556,0.035176003,0.04377742,0.092252088,0.051734857,0.083051495,0.060202361,0.111809161,0.034371844,0.041164732,0.021177637,0.01348924,0.018849938,0.022631448,0.010889958,0.02743557,0.017039621,0.009028387,0.03821638,0.006611586,0.019311286,0.055975237,0.224967971,0.062784277,0.029697253,0.034094579,0.033514542,0.176816262,0.308194315,0.082869524,0.031678552,0.029223764,0.111023925,0.059828549,0.135673407,0.041858988,0.027567094,0.034976632,0.026187674,0.109402306,0.039559188,0.143036293,0.30703036,0.393673949,0.15133639,0.063285059,0.058143414,0.036621455,0.06268486,0.058786653,0.027484966,0.046549784,0.069376529,0.027849613,0.035498909,0.021242133,0.069742514,0.085445075,0.108177694,0.102049226,0.149022111,0.122957687,0.11799518,0.096246898,0.176941879,0.071008389,0.083823328,0.018842986,0.040334911,0.029585553,0.098991147,0.097799901,0.096912229,0.057611055,0.054705441,0.043370397,0.046650178,0.033804699,0.070481043,0.024443335,0.146327354,0.130197363,0.149867884,0.028359236,0.059243913,0.138976075,0.147315658,0.148912374,0.05344506,0.153582595,0.15487539,0.295852048,0.326635635,0.241085904,0.144370496,0.204616632,0.141509728,0.115722571,0.127528024,0.123478953,0.133820358,0.057623254,0.083224978,0.143860574,0.068301059,0.091826959,0.055381881,0.091126587,0.075149323,0.170464047,0.095950831,0.099067127,0.0784869,0.177289681,0.122271807,0.15482085,0.170597748,0.074355264,0.022812049,0.019161742,0.072647641,0.050987152,0.127141866,0.018435243,0.167319708,0.098686626,0.050143271,0.206276158,0.291715891,0.184494386,0.131362599,0.128562051,0.137633896,0.123307806,0.154873847,0.169954548,0.009828724,0.024501564,0.006517469,0.016336924,0.009562877,0.020570529,0.010894467,0.068155517,0.012171352,0.04005345,0.0086858,0.01402834,0.048484,0.014974148,0.0316936,0.086469663,0.033451178,0.027258384,0.009476973,0.009911158,0.024261269,0.020687414,0.028137476,0.022512182,0.01200024,0.022777663,0.013930925,0.027170324,0.008431794,0.010033019,0.024242181,0.029865483,0.014506072,0.012781208
158,0.283283973,0.11960589,0.274891871,0.301579425,0.326639444,0.310398163,0.312548948,0.003100132,0.007146783,0.007364602,0.014846257,0.012473467,0.29854069,0.025526591,0.21780714,0.272273826,0.167171841,0.144210163,0.286822631,0.201490947,0.279877152,0.297730817,0.136741642,0.02781404,0.03771151,0.013876881,0.041788281,0.051976715,0.077921482,0.020367435,0.270554991,0.004345337,0.013108488,0.005706523,0.005089862,0.015344278,0.019866964,0.018380784,0.011960059,0.011238826,0.005460021,0.012470594,0.011107351,0.021423578,0.031095141,0.087943567,0.02462709,0.043862491,0.044418394,0.089389305,0.012713434,0.014852115,0.007095366,0.004334626,0.010192871,0.008856398,0.002598519,0.011231517,0.004855571,0.002950108,0.011929478,0.001904171,0.005808804,0.016018126,0.063870413,0.009231511,0.018566653,0.012489179,0.006385723,0.11641328,0.132922412,0.019063106,0.017566806,0.014755328,0.039376994,0.01654124,0.037304288,0.0187214,0.013842546,0.017309532,0.013518746,0.046106255,0.024842173,0.115358727,0.127784878,0.182558198,0.046134043,0.016999351,0.014715425,0.006601065,0.00945991,0.00924471,0.004944867,0.006925879,0.03193774,0.016066623,0.019851116,0.01145444,0.016833665,0.01884981,0.023979845,0.027260118,0.030318038,0.032129191,0.02881765,0.026198222,0.031251934,0.026515522,0.030755302,0.003545631,0.01044971,0.004593084,0.035550186,0.040506749,0.035833405,0.015019842,0.019315368,0.040443203,0.057202992,0.024120618,0.123628923,0.014431643,0.025872313,0.032721024,0.048981274,0.018850343,0.040285727,0.033099273,0.066511973,0.087059948,0.015468661,0.1020964,0.146259131,0.239440587,0.251721606,0.223956092,0.116637948,0.263608148,0.061776974,0.057064001,0.073400635,0.248222225,0.099703348,0.020941695,0.043021426,0.13647711,0.016533264,0.021362917,0.014220132,0.034022498,0.026511818,0.266684065,0.154243362,0.255038947,0.05099926,0.348182332,0.153551758,0.294786582,0.325901071,0.132414333,0.004798406,0.004130144,0.199079876,0.016698218,0.036136367,0.004193676,0.029058659,0.025201571,0.017422183,0.070543447,0.093920349,0.09325981,0.029639239,0.031937397,0.038706889,0.065403015,0.137452627,0.028641348,0.002276664,0.008601067,0.017753041,0.043023295,0.030280007,0.050192972,0.025086122,0.086241877,0.056318245,0.071204588,0.024293926,0.039251331,0.025213302,0.039282988,0.075443112,0.154249334,0.079006456,0.090145289,0.02759883,0.028213722,0.061672689,0.049566144,0.039739544,0.065479187,0.011128257,0.041084169,0.025480612,0.037768582,0.016364387,0.018816952,0.044463733,0.057153428,0.01254868,0.00714419
159,0.248237479,0.126890795,0.269979136,0.258852361,0.283095831,0.245094299,0.212152051,0.004133613,0.010449768,0.009173366,0.019796283,0.016329105,0.29560404,0.024112907,0.227461973,0.247887125,0.175897685,0.116614162,0.265386344,0.179450965,0.240707558,0.243730603,0.132341034,0.056650928,0.079507437,0.015790687,0.084221624,0.099438633,0.115651758,0.025801318,0.190302502,0.006907858,0.015381464,0.008690644,0.008066718,0.024370773,0.031382867,0.031168183,0.019406817,0.017375736,0.007417933,0.020426627,0.01370635,0.031082837,0.052470317,0.115854902,0.039122945,0.071352434,0.068991499,0.117746373,0.01974658,0.023864009,0.0105113,0.005128538,0.013294146,0.012048754,0.004038114,0.014816976,0.007083031,0.003307731,0.01674084,0.002526552,0.006748762,0.02249036,0.090228111,0.014228289,0.022059228,0.015337813,0.010764003,0.135643175,0.200868792,0.035823853,0.022951184,0.019118373,0.062846337,0.027501644,0.067660643,0.027430412,0.018503374,0.023938386,0.01740484,0.06944851,0.030107223,0.129631962,0.197556813,0.271083045,0.085384994,0.025906339,0.024993574,0.00987945,0.014581682,0.014382689,0.007371855,0.011162717,0.053347658,0.022028766,0.024815987,0.011185435,0.034694752,0.040550386,0.051249638,0.053951036,0.063393337,0.064492231,0.06092111,0.050437962,0.0675586,0.04435546,0.0539402,0.006218758,0.018227509,0.008807342,0.065296051,0.070040964,0.064469339,0.026783349,0.033068902,0.042506008,0.049587593,0.029759656,0.097768397,0.023029696,0.058605269,0.064494669,0.080293447,0.024832907,0.064951362,0.059535718,0.102410063,0.127290383,0.03678715,0.158214368,0.182940521,0.414690714,0.423313588,0.351942796,0.157624728,0.262073,0.109517256,0.094281389,0.098829673,0.239833268,0.111249566,0.035721731,0.070425523,0.150898768,0.032796424,0.044496653,0.028192098,0.061886706,0.047382764,0.265472255,0.130537424,0.179203616,0.083304131,0.292874428,0.148799887,0.263629962,0.281262959,0.110226406,0.007725602,0.007136549,0.138209511,0.022740138,0.050709492,0.005974025,0.067221512,0.050836363,0.028845711,0.126056785,0.162802877,0.203330707,0.05954693,0.065077698,0.071017493,0.087680344,0.175801267,0.066371072,0.003330544,0.011990125,0.011534937,0.029421657,0.019247121,0.036249613,0.016959387,0.066780338,0.033060403,0.052483819,0.016426027,0.02701031,0.022801357,0.027387161,0.053319912,0.118169555,0.055642746,0.057119705,0.0185906,0.019653959,0.045275623,0.034584556,0.030180282,0.043409049,0.008734715,0.029192552,0.017211067,0.029918125,0.010792317,0.012236442,0.027968003,0.036588621,0.009856434,0.006206734
160,0.196410653,0.092470446,0.220284333,0.201050576,0.209175333,0.234967236,0.281084554,0.001820863,0.006049136,0.004683743,0.012008102,0.009598289,0.188248645,0.05488281,0.16977528,0.191399757,0.117619559,0.287927983,0.197660997,0.110838565,0.177094483,0.211907563,0.108099856,0.019924711,0.032962999,0.003006122,0.029995583,0.042211086,0.05909925,0.034107672,0.290013357,0.032570195,0.040930103,0.034610485,0.035998854,0.006481144,0.010733883,0.029453082,0.005118794,0.022204944,0.023181801,0.007228238,0.006766555,0.0021669,0.020413177,0.069090914,0.02530126,0.043580476,0.03668234,0.071111165,0.013114737,0.015968253,0.00611565,0.002214388,0.005193344,0.007433012,0.029518427,0.038952463,0.032173615,0.023254677,0.038063387,0.027546909,0.004481224,0.040454287,0.085806597,0.060293554,0.012936347,0.015617123,0.029891101,0.071268494,0.088670633,0.029990489,0.013232491,0.010882285,0.037075894,0.02695248,0.046896346,0.016282892,0.010999391,0.014260809,0.009782346,0.036063949,0.015435316,0.06021784,0.09145811,0.114808265,0.038761014,0.047663463,0.032337387,0.037324468,0.059797618,0.05623958,0.033337234,0.039758847,0.031406627,0.004801449,0.014741099,0.007639998,0.014171531,0.014890419,0.018270764,0.021758167,0.020465034,0.025288438,0.024265285,0.020571072,0.022127036,0.023284995,0.026331928,0.011316742,0.010975993,0.009352873,0.030068364,0.034842101,0.030672203,0.019596504,0.019625719,0.128864642,0.142888446,0.078764811,0.177282455,0.061639899,0.019380812,0.023525198,0.035657853,0.132162387,0.095798383,0.025252308,0.050444981,0.066631272,0.034627695,0.097109834,0.124635348,0.269377079,0.33594959,0.253748202,0.086640583,0.221023017,0.048678641,0.043070362,0.05514864,0.206008374,0.07682274,0.021322457,0.039910156,0.09780145,0.017599127,0.022922723,0.0140652,0.027561295,0.022398241,0.179518278,0.171641397,0.254381575,0.141429518,0.254664382,0.121192438,0.184998784,0.241338777,0.197368203,0.035359749,0.032744542,0.26830125,0.066524171,0.07003273,0.032522946,0.019346959,0.019882731,0.016521799,0.053986409,0.085881285,0.125981098,0.020396873,0.024472768,0.02750737,0.052439602,0.122254473,0.019538278,0.029051904,0.034614406,0.010375502,0.015054273,0.016196783,0.014991035,0.01764199,0.082257548,0.025015137,0.054135596,0.007321764,0.012322751,0.021282304,0.014776695,0.043465289,0.153999525,0.045835841,0.050033459,0.008060792,0.008494129,0.017072068,0.019919853,0.017452593,0.017905943,0.010885762,0.015442427,0.01075865,0.049040749,0.006544545,0.007036945,0.015593348,0.020097765,0.012099984,0.010640725
161,0.010928333,0.005952135,0.01455334,0.007694925,0.003737757,0.003812249,0.004350951,0.020464976,0.021358012,0.026607246,0.027349328,0.025084671,0.004388213,0.198417104,0.028114373,0.005422663,0.008462681,0.002012023,0.005390703,0.004050658,0.003779943,0.00369206,0.005945598,0.007506052,0.017342158,0.13346755,0.220183238,0.017087457,0.086100927,0.179185136,0.017594493,0.156246851,0.231783262,0.190920408,0.222204451,0.056187224,0.130398453,0.36227627,0.03023919,0.164745986,0.084316903,0.023640931,0.066751187,0.132480848,0.057203061,0.042486701,0.018756868,0.018299639,0.040906944,0.016242538,0.01921513,0.018602714,0.021111941,0.024343695,0.044365947,0.020469003,0.098633304,0.156074953,0.121004954,0.040016978,0.09610801,0.036208115,0.117024952,0.126125188,0.473420373,0.092256334,0.048391886,0.082058647,0.044448763,0.166100112,0.097480825,0.061010871,0.037803337,0.040577881,0.035051826,0.043924424,0.101275547,0.036419627,0.036488322,0.038124597,0.035913366,0.0453901,0.046763293,0.135116332,0.094114333,0.127703552,0.041818358,0.201642248,0.171355513,0.202554463,0.094030589,0.081604084,0.047413969,0.056579421,0.018130996,0.08893527,0.065189933,0.123878563,0.008867883,0.007219088,0.007666994,0.009098159,0.004447382,0.010829357,0.012968705,0.006687192,0.002784816,0.016601814,0.014174748,0.012276138,0.006817538,0.01049316,0.014935718,0.018184096,0.014976236,0.025476368,0.017985724,0.008254436,0.005499161,0.024402284,0.014787012,0.016793186,0.005319712,0.008748604,0.006100678,0.003169016,0.119246588,0.005231727,0.010171132,0.012486198,0.003068933,0.005113832,0.010637186,0.004149549,0.004466073,0.003247561,0.011153299,0.004854848,0.016110405,0.010249961,0.00605707,0.018263772,0.005427656,0.019235968,0.013962407,0.008368287,0.017410702,0.021924248,0.011795553,0.009684161,0.00688873,0.007468517,0.021959286,0.006652021,0.011752286,0.004482821,0.005707491,0.004497626,0.005003656,0.02032746,0.221503431,0.182790286,0.005494287,0.142821778,0.291030591,0.032262639,0.00263242,0.008349588,0.010019013,0.058089993,0.062027861,0.00363166,0.006361158,0.010400387,0.007860051,0.008115336,0.009239467,0.003232803,0.080608437,0.099994459,0.001241721,0.028483714,0.001885535,0.011690548,0.00183906,0.002249817,0.002280031,0.00743039,0.024685483,0.014952598,0.001670886,0.02887108,0.007138388,0.00394617,0.006074787,0.003179732,0.02563263,0.030548128,0.011933142,0.005077867,0.044326353,0.051659343,0.010629561,0.044556299,0.009971543,0.002544026,0.005361092,0.005174301,0.003699078,0.007424532,0.011068649,0.010448665
162,0.010503126,0.004397479,0.014998876,0.006843765,0.002355129,0.002352403,0.002501209,0.038434338,0.037118367,0.042271998,0.035172699,0.035749947,0.002703004,0.237537173,0.030635918,0.003806656,0.007497623,0.001386918,0.003778657,0.002202579,0.00212007,0.002182894,0.004189533,0.00730162,0.018323789,0.182763525,0.227990816,0.017542181,0.089786513,0.208122169,0.019849448,0.19037874,0.27658694,0.229405186,0.267789783,0.066905409,0.142627694,0.368702491,0.038422652,0.173854261,0.094168871,0.030210227,0.081655929,0.182262744,0.064822383,0.044497892,0.023981411,0.020557192,0.045435086,0.016491624,0.02915259,0.026357041,0.036868164,0.041548562,0.06127115,0.030875875,0.125486798,0.188202377,0.151404492,0.053487714,0.10925014,0.055179396,0.158234274,0.139370835,0.474631698,0.11265289,0.059534759,0.105512192,0.056512884,0.183792031,0.103420418,0.060707733,0.046555321,0.050647998,0.037748973,0.044980768,0.103886239,0.045477989,0.045784564,0.047457193,0.04496236,0.051023087,0.055903557,0.144850044,0.102051306,0.135813963,0.045344078,0.199178763,0.173004512,0.203269969,0.113867864,0.100681236,0.05442604,0.070283179,0.021649077,0.122814752,0.083124364,0.167421738,0.010894456,0.008318483,0.008001267,0.009632228,0.003967006,0.010870278,0.014277887,0.006690584,0.002262042,0.018240451,0.015584819,0.01444933,0.007397286,0.012665471,0.016852491,0.020331364,0.016810954,0.034354519,0.022861143,0.007600764,0.004625764,0.024375534,0.013552225,0.016705093,0.003880724,0.008162302,0.004963939,0.002541392,0.120706371,0.003883366,0.008765198,0.011171521,0.002849997,0.00432329,0.009711181,0.003301962,0.003396496,0.002444887,0.010069097,0.003646899,0.016272771,0.010164959,0.005055882,0.01930936,0.004000717,0.024276481,0.01543362,0.007507646,0.022955355,0.028601874,0.015564777,0.010611796,0.007345739,0.006382323,0.021455703,0.005163668,0.010752101,0.002777376,0.004157088,0.002725313,0.003114062,0.019793453,0.265875471,0.217143173,0.004344783,0.137843389,0.291528527,0.036088275,0.002235595,0.008957373,0.010613561,0.063708688,0.067006337,0.003215382,0.005988696,0.01010737,0.006813554,0.006154182,0.008285546,0.002447511,0.106592542,0.122287185,0.001010743,0.035587942,0.001647927,0.016955455,0.001579322,0.00167487,0.001563582,0.008573611,0.031139283,0.018399124,0.001625053,0.036875184,0.009022861,0.003140783,0.007648471,0.002335522,0.032305164,0.039254504,0.016676968,0.006813639,0.055180367,0.064728495,0.011058847,0.05555691,0.011701027,0.00213482,0.005849319,0.005549713,0.00250532,0.007761257,0.010563781,0.009825117
163,0.280636223,0.136204708,0.361429112,0.282886201,0.300188912,0.336224705,0.350658399,0.001708563,0.006957121,0.004894088,0.012698392,0.010781888,0.288031075,0.043395074,0.270876387,0.295928743,0.174149323,0.477351093,0.30746487,0.158013231,0.265962424,0.312865239,0.165468127,0.018299334,0.031370924,0.001264328,0.023372586,0.045288074,0.074716661,0.028279315,0.470606905,0.007924204,0.022353169,0.010209313,0.009884402,0.004353049,0.004201191,0.007497373,0.004688383,0.005206032,0.004252354,0.008229328,0.002248032,0.000972171,0.022848411,0.093245866,0.03366953,0.059289507,0.048097079,0.100085118,0.014653668,0.017530841,0.006851513,0.001843068,0.004096862,0.007420678,0.005840813,0.015974503,0.008131648,0.003998693,0.01006657,0.004900483,0.002245709,0.009462106,0.025506925,0.014294935,0.01277894,0.007851862,0.006491362,0.075115234,0.061519101,0.009144226,0.013625532,0.009447683,0.024889327,0.012387098,0.016055957,0.016154092,0.010317257,0.013974018,0.008853274,0.028515882,0.015738245,0.073820963,0.060522204,0.083610542,0.014595858,0.012432514,0.008605796,0.00863206,0.014376073,0.014013285,0.00829876,0.009705828,0.039784722,0.003882605,0.013562775,0.0036738,0.013358393,0.013390328,0.016376855,0.021527492,0.016848071,0.024781307,0.022688522,0.020468509,0.015787151,0.022824157,0.028066009,0.003670717,0.008011571,0.003126333,0.033105393,0.039371233,0.033721938,0.01488238,0.02066252,0.03560142,0.031399058,0.026232029,0.076546669,0.025331579,0.013501314,0.022772975,0.03964931,0.032988692,0.065507172,0.023538852,0.061093951,0.084970021,0.013124196,0.110866026,0.164172677,0.367125746,0.442272101,0.356794914,0.11830384,0.303110956,0.056590353,0.053164533,0.072641128,0.333118015,0.111440314,0.022700762,0.053648192,0.142634935,0.01471693,0.018329129,0.012526056,0.030789229,0.025281138,0.277199634,0.221790448,0.329067504,0.08041342,0.398446745,0.181922641,0.282938501,0.386318192,0.274103837,0.009587805,0.007753945,0.389691009,0.021086726,0.019466959,0.008382105,0.013658203,0.019266196,0.01436556,0.0207122,0.042315765,0.111620617,0.018271082,0.023457861,0.028287288,0.064917661,0.156646568,0.013455299,0.005562902,0.010630484,0.009141782,0.014386667,0.013495211,0.019988331,0.017492182,0.121264629,0.015972984,0.078157368,0.005918454,0.010374507,0.018903673,0.018919364,0.065338731,0.242986084,0.06887453,0.050739903,0.006332298,0.009784907,0.023336216,0.027105004,0.0117646,0.012165232,0.006759887,0.010447657,0.010011666,0.058397899,0.005969162,0.005575064,0.009973326,0.014917248,0.009594209,0.007028401
164,0.021716463,0.02980633,0.01602014,0.018547043,0.010943146,0.011493123,0.011916116,0.027796204,0.025131235,0.043661299,0.028643407,0.029942625,0.011140538,0.109835456,0.022121552,0.017015482,0.030653539,0.007205452,0.016534854,0.009324595,0.00994287,0.010410215,0.024174345,0.030005998,0.026890994,0.109195606,0.094173315,0.026729484,0.062145061,0.067844406,0.020171597,0.160150398,0.094861727,0.117417931,0.122169029,0.04184543,0.07727429,0.210700411,0.024846422,0.165091676,0.170373414,0.020993538,0.093087298,0.107026946,0.041889249,0.05541258,0.024816215,0.037021744,0.041953725,0.043886092,0.022384891,0.022062597,0.025020272,0.043120133,0.070908829,0.025664718,0.191638249,0.176013971,0.18859915,0.176612417,0.260796072,0.22310066,0.107488428,0.289955139,0.492662633,0.578479453,0.035847478,0.082476787,0.224848095,0.136929844,0.272365644,0.298718736,0.03121037,0.035254265,0.148312896,0.263001456,0.480766391,0.035403634,0.030956096,0.035134687,0.028813431,0.102643986,0.035261513,0.073010475,0.271744436,0.303123484,0.241222943,0.42740216,0.524821087,0.568280426,0.579814684,0.510422018,0.327871712,0.372984549,0.0316593,0.085764986,0.058365077,0.107531977,0.019426812,0.020888926,0.026235165,0.027869436,0.034099731,0.029372619,0.027455152,0.03087047,0.029732241,0.057460768,0.042434745,0.137271981,0.071958731,0.094627338,0.03117975,0.040222423,0.034411105,0.025611804,0.025332645,0.08274526,0.077460873,0.044852743,0.101985394,0.038106879,0.071220179,0.029118689,0.027075904,0.119488776,0.067235156,0.032618848,0.03108701,0.033986567,0.114754502,0.050263397,0.045212326,0.024909978,0.040379588,0.018033237,0.033018619,0.026972825,0.028318615,0.026056597,0.034102496,0.019455637,0.030328481,0.026945745,0.034438341,0.033638082,0.022654352,0.027713859,0.018163966,0.024475836,0.02700781,0.017433031,0.041463152,0.017958856,0.113684374,0.014335143,0.027429246,0.012284162,0.014797098,0.032303372,0.103048311,0.098843172,0.012762606,0.30666214,0.406008032,0.247232076,0.041407949,0.025741605,0.071631621,0.330828919,0.338862084,0.067608016,0.033237452,0.029111265,0.027541443,0.046004803,0.048652926,0.048105894,0.198748347,0.20968154,0.068737231,0.133193116,0.056666331,0.036609357,0.082384507,0.033360711,0.034367707,0.076580719,0.088636369,0.107627525,0.017481446,0.080892328,0.045086235,0.0980747,0.040991115,0.043527757,0.094816077,0.076476718,0.035605257,0.02924429,0.242068086,0.223461727,0.261706844,0.2231534,0.087099619,0.157690162,0.097725424,0.105848093,0.082472428,0.044204853,0.337474924,0.322809579
