Index-HCP_MMP_1.0,ac,af_l,af_r,ar_l,ar_r,atr_l,atr_r,cbd_l,cbd_r,cbp_l,cbp_r,cbt_l,cbt_r,cst_l,cst_r,fa_l,fa_r,fma,fmi,fx_l,fx_r,ifo_l,ifo_r,ilf_l,ilf_r,mcp,mdlf_l,mdlf_r,or_l,or_r,slf1_l,slf1_r,slf2_l,slf2_r,slf3_l,slf3_r,str_l,str_r,uf_l,uf_r,vof_l,vof_r
2,0.010402704,0.001006538,0.068867181,0.001771726,0.025394578,0.000866354,0.008433883,0.000964132,0.0041007,0.000203022,0.000742052,0.000439997,0.007734682,0.001210611,0.02182628,0.000752186,0.010453951,0.046778053,0.003703936,0.00229463,0.011461064,0.005624377,0.186022833,0.000917817,0.085819787,0.001438127,0.003597016,0.170751098,0.004880743,0.116358559,0.002374634,0.013049301,0.000897971,0.092323533,0.000393139,0.013773191,0.000819214,0.011570416,0.001056109,0.019558222,0.00121211,0.047455473
3,0.0126286,0.002181106,0.004457693,0.004954127,0.018427425,0.001972593,0.005146338,0.004559778,0.020463322,0.001009896,0.002770876,0.004485211,0.042888463,0.001621023,0.003675238,0.000649583,0.001431231,0.470293616,0.003099253,0.012702358,0.027586437,0.024039674,0.078104388,0.00270167,0.009134179,0.001179192,0.016834862,0.050998085,0.027872515,0.076474718,0.004309634,0.018432951,0.000911264,0.002097248,0.000417141,0.000766583,0.001309943,0.002914604,0.003617851,0.011087868,0.010353984,0.022506968
4,0.021418106,0.001655196,0.006487081,0.003338248,0.01825736,0.001974175,0.011664954,0.007396187,0.02442625,0.001694623,0.004108732,0.003694739,0.03470983,0.001258912,0.003327915,0.000546991,0.001038871,0.258230623,0.005762248,0.009098979,0.023821144,0.01798281,0.217397417,0.002238897,0.022691015,0.004183432,0.00899298,0.052383478,0.015569971,0.126777972,0.002400327,0.004694171,0.000568419,0.001096731,0.000300443,0.001114287,0.000843089,0.002404523,0.003321029,0.031450374,0.004528538,0.046093644
5,0.016731066,0.00095699,0.007470075,0.001846874,0.020221748,0.001202925,0.010300522,0.002650512,0.008856796,0.000622659,0.001822456,0.002254799,0.010843324,0.000788895,0.003171278,0.000336587,0.000980737,0.270304607,0.00434404,0.006027489,0.016455786,0.011072644,0.178787589,0.001341972,0.019167219,0.003852935,0.006169492,0.065185762,0.010546317,0.134353347,0.001363425,0.002969379,0.000334274,0.000846301,0.000172363,0.001182109,0.000523706,0.002382195,0.001818898,0.026509074,0.00353386,0.147794929
6,0.017620667,0.000559351,0.007706682,0.000961734,0.016706036,0.000790238,0.010224112,0.000983043,0.006832686,0.000296095,0.00150168,0.001367312,0.015446046,0.000562365,0.003094818,0.000197256,0.001073638,0.155140614,0.004322007,0.003504424,0.015876835,0.006106233,0.215572422,0.000821327,0.030216539,0.00508168,0.003320124,0.056265182,0.005680601,0.112193911,0.000754188,0.004199206,0.000214149,0.001970336,0.00010302,0.00114741,0.000314544,0.002148502,0.001090079,0.031925885,0.002070222,0.260774361
7,0.023120705,0.000742094,0.006533595,0.001036651,0.011108889,0.001000287,0.012992682,0.00133219,0.009073473,0.000457083,0.002122097,0.001660118,0.024874644,0.00127754,0.003606987,0.000252052,0.001062331,0.099351167,0.005443095,0.004166466,0.021820962,0.006430414,0.288102699,0.001053913,0.048544829,0.018846206,0.002668704,0.039400463,0.004692555,0.106893185,0.000796017,0.002510091,0.000283929,0.001703363,0.000135892,0.000884384,0.000461785,0.002237709,0.001404865,0.044912402,0.001428101,0.201386943
8,0.004583085,0.003425104,0.032777859,0.002232197,0.006355341,0.003057623,0.012386813,0.008166282,0.015175678,0.000672193,0.001644637,0.000279584,0.000760718,0.048486329,0.283340912,0.00189084,0.005417262,0.002050885,0.007088821,0.015253981,0.019007925,0.005396414,0.018420916,0.000551105,0.003159947,0.006951665,0.002010135,0.007157463,0.00231972,0.006428768,0.036018591,0.096166841,0.010352634,0.147862836,0.002987211,0.051432175,0.018769093,0.1151033,0.002852442,0.006723684,0.000241594,0.000389837
9,0.004971418,0.003078305,0.056051591,0.002972867,0.010462531,0.002077257,0.017293123,0.003405182,0.007800552,0.000329311,0.001237743,0.000292403,0.000993298,0.019924381,0.325852201,0.001804046,0.012554281,0.002096165,0.006580902,0.007458157,0.010262247,0.003905717,0.030877451,0.00051936,0.004176804,0.011465816,0.002639168,0.008865107,0.002458433,0.008341021,0.017571188,0.068171084,0.006898145,0.194578519,0.002972476,0.066099972,0.007030484,0.064965959,0.001588582,0.011548211,0.000206439,0.00050609
10,0.003235942,0.005814463,0.015775361,0.001453447,0.00298101,0.004803781,0.013604017,0.008450482,0.010779613,0.000411985,0.00078707,0.000226519,0.000649857,0.031347457,0.078931711,0.006082228,0.024596248,0.002032167,0.013206997,0.013258924,0.013385019,0.007433924,0.016904387,0.000766488,0.003393895,0.002846959,0.002558865,0.00925583,0.002589392,0.008342381,0.042914913,0.088369852,0.030169854,0.299670684,0.005079675,0.030872268,0.060379289,0.144943126,0.003903165,0.005321112,0.000416448,0.000706832
11,0.001666393,0.006579539,0.068536254,0.000973523,0.002237082,0.00349951,0.01443262,0.006619994,0.009018171,0.000294181,0.000674023,0.000195377,0.000338023,0.010893461,0.034445876,0.01267582,0.08571271,0.001082112,0.010517245,0.003022024,0.004032066,0.004505075,0.010051655,0.000651425,0.00299109,0.002360814,0.00191819,0.004579583,0.001931666,0.003763342,0.036947011,0.027948056,0.025223944,0.351979937,0.005312359,0.139823863,0.040721168,0.070794717,0.00209682,0.00329664,0.000253852,0.000231943
12,0.002372201,0.006197683,0.037274723,0.001351402,0.002765394,0.004395456,0.016225229,0.008530662,0.011086987,0.000422176,0.000700337,0.000191708,0.000517314,0.023448033,0.060105776,0.009182779,0.037955491,0.001497942,0.01218802,0.0087979,0.009016535,0.005933647,0.013196536,0.000690707,0.003325157,0.003127662,0.002539717,0.006499287,0.002428761,0.005492467,0.044696478,0.03240524,0.032178636,0.368715363,0.005286096,0.072428426,0.056284285,0.099924472,0.002933645,0.004755419,0.000315857,0.000307668
13,0.011882978,0.000720481,0.011459391,0.001557604,0.040843343,0.000884752,0.008841122,0.001296634,0.00492057,0.000297879,0.001106911,0.001374158,0.006400465,0.000619175,0.004559011,0.000267801,0.001773841,0.288206045,0.003165571,0.004137824,0.012675794,0.00793379,0.115922407,0.00091586,0.012261456,0.001363928,0.004987114,0.106199837,0.008347411,0.135904003,0.001257178,0.010171693,0.000314753,0.00295349,0.000136614,0.001522357,0.000453927,0.00348922,0.001312955,0.016097492,0.002998523,0.167148345
14,0.005511466,0.001956284,0.001798137,0.003855099,0.008709079,0.003002933,0.006136923,0.048301238,0.488769198,0.02028477,0.120961212,0.004106949,0.101188627,0.008002782,0.004054965,0.001969593,0.001495031,0.034107745,0.012028783,0.003597673,0.022313894,0.008589215,0.016242972,0.001315218,0.003157871,0.001100833,0.004322286,0.007816543,0.005878969,0.013734549,0.016806756,0.010812663,0.001656554,0.001087726,0.00087616,0.000695653,0.002954449,0.002348034,0.004101056,0.008984541,0.000625829,0.001242251
15,0.018305901,0.005711804,0.005841357,0.014107705,0.016125456,0.004811546,0.007027563,0.008014418,0.033321776,0.001686449,0.004810345,0.004159672,0.026577869,0.004959315,0.005959747,0.001477725,0.002445731,0.30329614,0.005341761,0.018517568,0.026712428,0.043703763,0.09560961,0.006587148,0.015811045,0.001853983,0.028138334,0.051184797,0.044300686,0.085974123,0.013271025,0.051543135,0.002890725,0.003395212,0.001060385,0.001590289,0.003154224,0.004702265,0.007621362,0.014368173,0.010459001,0.009436622
16,0.013232024,0.001148737,0.017242281,0.002564285,0.054242583,0.001174517,0.009175921,0.001082746,0.005121414,0.000265847,0.001081768,0.000921539,0.008909404,0.001139297,0.011550502,0.000524976,0.004668878,0.168656209,0.003638783,0.004081911,0.013965729,0.008805441,0.149476012,0.001267838,0.022182415,0.001918716,0.005697684,0.143358746,0.008950247,0.13963953,0.002509184,0.046674899,0.000800452,0.02038849,0.000320328,0.002705623,0.000968891,0.008608173,0.00156782,0.019327031,0.002564743,0.098915097
17,0.015059006,0.0020357,0.017000242,0.00479933,0.044095228,0.001720666,0.00931145,0.001458118,0.004727094,0.000296867,0.001169925,0.001093632,0.006339874,0.001883843,0.015521793,0.00075066,0.007351543,0.109865703,0.004096264,0.005704239,0.01528244,0.013697505,0.162243379,0.002206772,0.023573394,0.001741843,0.008422197,0.131836609,0.013223623,0.136173027,0.004396197,0.095934622,0.001454277,0.05393451,0.000476516,0.006020248,0.001528002,0.012136089,0.00258775,0.019969233,0.002636186,0.048505183
18,0.020121459,0.000776307,0.012657126,0.001554693,0.010378115,0.001001327,0.007988198,0.000966414,0.007901999,0.000316928,0.001431754,0.000900028,0.046025927,0.001944436,0.00861894,0.000427892,0.00328758,0.062061016,0.003580226,0.00234719,0.035933579,0.005475131,0.206083572,0.000921983,0.18403459,0.024425803,0.002877315,0.055654838,0.004463999,0.085750429,0.001388504,0.007753572,0.000554869,0.017963446,0.000187948,0.002306284,0.000737,0.005072689,0.001154537,0.028632895,0.001189838,0.14420669
19,0.010348869,0.000974973,0.016304174,0.002044966,0.043200022,0.000913241,0.007662767,0.000880374,0.004591177,0.000217215,0.000876246,0.000631505,0.007494906,0.001183068,0.012304849,0.000512672,0.005755839,0.14334859,0.003192943,0.002808529,0.010746621,0.006450463,0.140889067,0.000983771,0.023300431,0.001530169,0.004106103,0.142692337,0.006467096,0.134773746,0.002464743,0.060539575,0.000847174,0.021086212,0.000305292,0.002930041,0.000874998,0.009361371,0.001142921,0.016595449,0.001662582,0.153742432
20,0.007195085,0.000508266,0.010850587,0.001095938,0.020641644,0.000515363,0.005727907,0.000569025,0.003307894,0.000129525,0.000522587,0.000638486,0.004251431,0.000422645,0.004078389,0.000249252,0.00176518,0.160966385,0.002299627,0.002728574,0.006906194,0.004971189,0.109885299,0.000563547,0.019166217,0.000807059,0.003662147,0.08096386,0.005759806,0.094102403,0.000769115,0.006652752,0.000256231,0.008052075,0.000124688,0.001712152,0.000309271,0.002829969,0.000760083,0.013443813,0.002477771,0.412317005
21,0.013768313,0.000773645,0.010318556,0.001281605,0.014739455,0.000749927,0.008355698,0.000955424,0.004970733,0.00022784,0.000921886,0.000885548,0.009115775,0.000510979,0.004277478,0.000241986,0.001696263,0.191899925,0.003438838,0.003508271,0.01487569,0.00791488,0.167834558,0.00105679,0.033507475,0.00119959,0.005610123,0.064118766,0.0088443,0.099300802,0.000955858,0.004437227,0.000332639,0.007449859,0.000238435,0.001727479,0.000378724,0.002810699,0.001108915,0.025129781,0.004001377,0.28102465
22,0.015746937,0.00067736,0.007241851,0.001177659,0.012279906,0.000799656,0.009491461,0.000966462,0.005606598,0.000286861,0.001343082,0.000886655,0.011746658,0.000679464,0.003670647,0.00024112,0.001264323,0.17761085,0.003966702,0.003636367,0.016482259,0.00693371,0.187904504,0.000933962,0.036787945,0.004509557,0.004627074,0.04951888,0.007307665,0.100799819,0.000825668,0.003766591,0.00025549,0.003886125,0.000120528,0.00124552,0.000397911,0.002504364,0.001115049,0.02870375,0.00321258,0.285399373
23,0.00949598,0.000833524,0.057703608,0.001463348,0.035085194,0.000825291,0.008721518,0.000876384,0.004288963,0.000182132,0.000770174,0.00032664,0.008572762,0.0011033,0.01920866,0.000708997,0.009002502,0.055792906,0.003853551,0.001733753,0.01220448,0.004816761,0.181570373,0.000630689,0.076547278,0.001407707,0.003318909,0.177283466,0.004508095,0.118503355,0.002120802,0.015422191,0.000736365,0.074676895,0.000338982,0.010513197,0.000775561,0.010656258,0.000929596,0.021153781,0.001290606,0.069688101
24,0.003099978,0.001859299,0.197910731,0.002157946,0.323919155,0.001227378,0.014437726,0.002989657,0.009257371,0.000248409,0.001058815,0.000334045,0.001233465,0.006669803,0.027871377,0.00068774,0.007990441,0.003826875,0.003775607,0.001991782,0.003229296,0.002783214,0.054671229,0.000556681,0.003158176,0.001422319,0.002880622,0.210872532,0.002074401,0.018940448,0.011623337,0.024867281,0.002483181,0.00874501,0.001390369,0.04345538,0.001299303,0.00445373,0.000837963,0.020883195,0.000191896,0.001116667
25,0.007646617,0.005314256,0.302383658,0.008848506,0.061195404,0.00298289,0.010776728,0.006344778,0.014550414,0.000527662,0.001283666,0.001010212,0.006510624,0.010195411,0.018187902,0.001194124,0.013507094,0.009288972,0.004072645,0.005457208,0.011495861,0.010983326,0.05232615,0.003224627,0.026044852,0.002282468,0.010708883,0.126353768,0.008723334,0.038764831,0.027146203,0.026312614,0.006159852,0.022386495,0.003234303,0.118739392,0.002893662,0.006628388,0.003084779,0.011721463,0.000477826,0.001701726
26,0.001984307,0.009280885,0.01029488,0.001552759,0.003107289,0.008081231,0.019966745,0.008902713,0.020616078,0.000841202,0.005039714,0.000270081,0.000552067,0.006868268,0.011543292,0.061788042,0.276151237,0.00230403,0.015829477,0.002434787,0.003455743,0.008174009,0.014850145,0.00104558,0.001082332,0.003321561,0.003065826,0.004244697,0.003279417,0.005295225,0.041864219,0.247664828,0.034799466,0.007140773,0.007422202,0.010771919,0.02964399,0.099543904,0.003842251,0.004865606,0.000448157,0.000585614
27,0.021061414,0.015461513,0.009330473,0.025459113,0.023423466,0.009629606,0.01130084,0.035158671,0.114484776,0.006400852,0.017893625,0.00435603,0.006274864,0.022672355,0.016615491,0.00493242,0.006335199,0.029685827,0.010810587,0.024362152,0.026378106,0.048306286,0.050913505,0.013111254,0.011577546,0.003511261,0.032490336,0.041203601,0.038479668,0.046258489,0.066980528,0.149516118,0.014472678,0.005294351,0.006626045,0.004750554,0.008967598,0.009644513,0.012343836,0.012053247,0.001727109,0.001009682
28,0.00622867,0.00294418,0.378645149,0.006126908,0.03682332,0.001650865,0.006362619,0.002914138,0.007063806,0.000308369,0.000758463,0.000506937,0.005349143,0.004430025,0.012350332,0.000721807,0.013178719,0.009818925,0.002991227,0.00260345,0.007400881,0.006769448,0.05770417,0.001988561,0.053985483,0.001556283,0.005319453,0.125924144,0.005747419,0.044079566,0.011052733,0.010884808,0.00272189,0.042595167,0.00143628,0.105929323,0.0014873,0.005555049,0.001793804,0.009786788,0.00030926,0.00277373
29,0.026225933,0.011840862,0.00968858,0.024171566,0.023779375,0.008152112,0.010244605,0.011150911,0.02980457,0.002009873,0.004912163,0.004326698,0.00707474,0.010899371,0.013114952,0.002749955,0.004290723,0.077174317,0.007670819,0.024251321,0.032177746,0.057545929,0.106101286,0.012864848,0.021516694,0.003309671,0.031209405,0.051964234,0.047600289,0.086913382,0.033175713,0.147161961,0.008759629,0.006991355,0.003133255,0.003765187,0.006113269,0.009163399,0.012248999,0.020327116,0.003598468,0.002128585
30,0.01710704,0.009286193,0.006076749,0.018512236,0.016358762,0.00871117,0.013527162,0.054750484,0.254032517,0.016497569,0.052558073,0.005518556,0.012225241,0.00983176,0.006570651,0.004151445,0.004799167,0.07886032,0.015480005,0.018601764,0.01845363,0.047841095,0.059316363,0.009883148,0.011876171,0.002546773,0.025583289,0.028506205,0.038813124,0.042272689,0.027794932,0.027209262,0.006108638,0.004337607,0.002546542,0.002684309,0.005206324,0.004577421,0.011174186,0.012859328,0.003320655,0.002023993
31,0.01250264,0.002399234,0.004168514,0.006074691,0.022950801,0.002487466,0.006097975,0.008835035,0.102034113,0.002206512,0.009119006,0.003582073,0.164975428,0.002114422,0.004079251,0.000830558,0.001369929,0.307434024,0.004749588,0.009134427,0.038379863,0.023007316,0.066601233,0.002782292,0.013300138,0.001861788,0.015903103,0.034383151,0.024951238,0.056441654,0.004975768,0.015449557,0.00101001,0.002558678,0.000445102,0.000910682,0.001482415,0.002554016,0.003740981,0.011414032,0.007547899,0.008754513
32,0.00349169,0.003105274,0.002456314,0.003530684,0.003448715,0.004341381,0.007960303,0.113894963,0.467392882,0.040531633,0.12457301,0.002075216,0.003257946,0.016825036,0.013301061,0.003334209,0.004160316,0.009851297,0.012627932,0.005122439,0.004984168,0.009697423,0.012397836,0.00161698,0.001594234,0.000941666,0.004958008,0.008159972,0.005552188,0.007877193,0.026851038,0.053079277,0.003943779,0.001961302,0.002192657,0.001700453,0.005227919,0.004733023,0.00436789,0.00527965,0.00045559,0.000513536
33,0.010325407,0.004887279,0.005375354,0.009447006,0.017346,0.005855494,0.01105406,0.091529805,0.376366618,0.030902857,0.079820258,0.004550351,0.021455788,0.004913506,0.005920947,0.002494711,0.00236379,0.054057635,0.015328402,0.008269031,0.015963886,0.025499982,0.041828079,0.004898725,0.007233472,0.002196714,0.01332712,0.02300533,0.019489993,0.030875031,0.013942931,0.017264683,0.002686159,0.003634025,0.001255213,0.001949281,0.002817829,0.003495079,0.007312222,0.011004402,0.002085463,0.001732007
34,0.005433628,0.004140143,0.002760482,0.006883938,0.006316297,0.004034866,0.005555377,0.151663919,0.494070846,0.035374351,0.081327031,0.004379764,0.005827493,0.007348786,0.006000988,0.002820839,0.001960602,0.015048253,0.010656571,0.005717217,0.006619408,0.013863906,0.013630666,0.003006598,0.002466287,0.00108541,0.009195074,0.010743476,0.01004952,0.010863385,0.022134399,0.023332814,0.003874807,0.002277819,0.002372515,0.001535428,0.002568824,0.002671264,0.005279974,0.005442399,0.000688337,0.000591525
35,0.007163882,0.004776208,0.003054943,0.007078108,0.007767444,0.00587329,0.00975395,0.113623839,0.475099462,0.033221019,0.096943261,0.003782976,0.004837869,0.006097388,0.004612836,0.003288179,0.003103325,0.018855275,0.016704545,0.006813479,0.007838495,0.018757072,0.02168239,0.004535354,0.003796779,0.001284929,0.010209931,0.013183202,0.012696867,0.014859791,0.019744693,0.020800727,0.003888966,0.002791757,0.001776208,0.002008117,0.00292163,0.002636889,0.006747568,0.00735101,0.000693745,0.000729072
36,0.005949788,0.011983588,0.009695376,0.01227356,0.012916735,0.004991886,0.009444234,0.015602298,0.043262854,0.001355249,0.005355626,0.001287943,0.001119401,0.073884536,0.179200051,0.003601375,0.00706726,0.00505253,0.00544593,0.021173036,0.020564514,0.012466194,0.015327423,0.002438563,0.001564506,0.004868704,0.013063635,0.01890908,0.008323877,0.00937044,0.091888391,0.297106041,0.021625575,0.006686835,0.011942242,0.004312295,0.009551753,0.024391031,0.004339351,0.005046181,0.000583756,0.000390753
37,0.005235726,0.009564669,0.007865172,0.011137987,0.011226764,0.00604131,0.011923465,0.026297378,0.108334402,0.003425691,0.015593051,0.001849891,0.001426875,0.054279962,0.051267291,0.006888351,0.015862203,0.006352829,0.010892123,0.01410595,0.012799217,0.013450989,0.016046413,0.002716194,0.001861926,0.002505256,0.012601764,0.023533507,0.009302059,0.010465459,0.084695891,0.367190012,0.016567879,0.002771468,0.008198041,0.004389022,0.012552903,0.020041387,0.004654831,0.004696245,0.000590959,0.000421866
38,0.004158732,0.006679153,0.005634915,0.006796124,0.006105634,0.0071891,0.018314982,0.050253467,0.235711847,0.009685032,0.034916344,0.001798058,0.002244846,0.04287036,0.031570787,0.00943198,0.020820989,0.008970416,0.018243546,0.010962455,0.009055972,0.012982981,0.018774864,0.002183303,0.001768688,0.002008589,0.008941813,0.01534879,0.007779286,0.009818972,0.068241616,0.251562794,0.01128084,0.002917641,0.005217092,0.003967131,0.016418101,0.017794574,0.005071956,0.00527726,0.000619688,0.00065167
39,0.009587874,0.012444277,0.013215537,0.0188118,0.027061615,0.004914176,0.009896035,0.008565759,0.017336669,0.000732023,0.002295436,0.0013652,0.001540734,0.03284451,0.144630251,0.002353325,0.006050642,0.006984271,0.004876136,0.017492001,0.022529808,0.016204218,0.024072368,0.003907823,0.002834744,0.005192099,0.021069851,0.0405727,0.01249825,0.017809763,0.066486667,0.349876281,0.018465364,0.013335851,0.010736639,0.005443284,0.00659135,0.022360895,0.004584812,0.00780691,0.000775494,0.000464585
40,0.003059296,0.006052738,0.002769194,0.003386258,0.002567835,0.006753219,0.010625118,0.049731163,0.149966713,0.005686064,0.015479276,0.00121442,0.002671049,0.076693964,0.051354972,0.008727123,0.012733059,0.006624718,0.010788127,0.013395066,0.01038234,0.011244777,0.010926113,0.001234678,0.001020582,0.002283248,0.004898793,0.006238341,0.005147395,0.005545633,0.105951162,0.220628856,0.025369457,0.003522785,0.005020984,0.002159126,0.071572466,0.065792198,0.005674054,0.003340322,0.000644378,0.000456864
41,0.002839548,0.006116871,0.003136672,0.003037577,0.002882812,0.009654702,0.014656894,0.061294613,0.215212493,0.008295773,0.022217489,0.001699155,0.005587575,0.025580285,0.021134422,0.024051056,0.024090885,0.01258917,0.016572788,0.006252619,0.005644943,0.012939841,0.014635949,0.001451146,0.001411699,0.001984275,0.005232155,0.00934129,0.006376034,0.008696149,0.082778491,0.210663482,0.020084889,0.005372668,0.004676132,0.003441633,0.062655229,0.051229259,0.00560726,0.003780796,0.000850895,0.000734887
42,0.01378558,0.0094612,0.015285211,0.015492979,0.03203222,0.004190195,0.011471396,0.004604679,0.007518432,0.000585519,0.001228314,0.001456583,0.002327814,0.013573552,0.10151587,0.001509846,0.005380305,0.012281394,0.004983082,0.016509589,0.029207528,0.019692962,0.042539174,0.005396398,0.005741966,0.005412262,0.018765332,0.049955305,0.016634114,0.034661688,0.034858521,0.371623275,0.011238128,0.033320939,0.005539044,0.010965364,0.004743741,0.022872074,0.005208509,0.013338627,0.00094584,0.000769074
43,0.002712563,0.010921856,0.004096721,0.002240035,0.001996246,0.008718375,0.012004348,0.023959844,0.055825802,0.001811369,0.006426238,0.00057207,0.001545226,0.025365381,0.022442087,0.051655486,0.051222207,0.003846401,0.012191966,0.007408739,0.006827516,0.010774801,0.009459792,0.001388085,0.000864946,0.002305449,0.004387536,0.003371999,0.004630225,0.004029262,0.095562945,0.252066678,0.048480253,0.005620409,0.008973898,0.004195154,0.085402344,0.142109764,0.004792328,0.003339143,0.000690402,0.000370267
44,0.00220388,0.004613947,0.019500064,0.001185726,0.003052615,0.003366479,0.015688833,0.004306311,0.007531588,0.000342287,0.001297821,0.000173751,0.000484141,0.010912406,0.041068996,0.014586416,0.115506637,0.00241483,0.009265142,0.003210872,0.005271269,0.00445492,0.01610181,0.000582326,0.001599684,0.004889692,0.001896157,0.006544249,0.002033393,0.006690896,0.028127911,0.338896648,0.021598899,0.036534354,0.003798597,0.014331234,0.031141844,0.211113332,0.002103934,0.005157496,0.000275917,0.000834983
45,0.01955587,0.011418408,0.010142076,0.018419891,0.02676025,0.005915694,0.009988749,0.006887958,0.014003281,0.00084833,0.002037187,0.002463625,0.003027704,0.012870496,0.033708496,0.002235866,0.005001351,0.026075682,0.005498591,0.018748529,0.029019916,0.032962771,0.063062362,0.008761203,0.01267898,0.003743752,0.023241749,0.050590452,0.027408635,0.060994814,0.038313305,0.352568152,0.011735761,0.009293967,0.005025305,0.005102524,0.005974378,0.01713741,0.007989697,0.01467751,0.001497253,0.001005033
46,0.027099831,0.007324198,0.010254357,0.015146442,0.022672654,0.005045076,0.009192369,0.003818487,0.007608816,0.00080181,0.001953656,0.002749869,0.004864403,0.005619021,0.015301301,0.001272274,0.00424094,0.081246525,0.00538468,0.018293169,0.029085939,0.039704746,0.135220275,0.00813642,0.02388607,0.002339525,0.021172741,0.057218847,0.033001622,0.104189284,0.015366148,0.199176111,0.005251706,0.029932279,0.001797356,0.009313616,0.0036782,0.010070294,0.008281266,0.022985614,0.003234259,0.004959049
47,0.013749243,0.00588251,0.03285556,0.011616545,0.030384821,0.003203996,0.011806695,0.003672816,0.005964188,0.000566957,0.001230529,0.001156034,0.002119944,0.008520319,0.07644305,0.001347781,0.011592773,0.010101023,0.00551912,0.011827451,0.025613647,0.015279805,0.054518968,0.003840692,0.009391295,0.003813185,0.012429059,0.045428934,0.012447901,0.036341214,0.022096115,0.138180004,0.007178901,0.213978538,0.00330988,0.125788548,0.003410002,0.015720527,0.003945217,0.017771196,0.000699916,0.000840069
48,0.01938797,0.004843447,0.020213301,0.009106266,0.022597343,0.003153303,0.008807715,0.002574446,0.004869165,0.000504961,0.001067312,0.001335509,0.003524962,0.003779758,0.022679125,0.0010179,0.007156945,0.024511114,0.004551295,0.009389727,0.024696909,0.020161336,0.098200233,0.004657064,0.021069576,0.002009177,0.011299525,0.047803747,0.016257537,0.075509871,0.011000254,0.093315696,0.004360249,0.269472326,0.001589683,0.105385603,0.002503146,0.009013318,0.00462887,0.020503455,0.001083684,0.001676346
49,0.02337745,0.00804196,0.013380268,0.015915032,0.025420895,0.004814808,0.009836132,0.003948645,0.006297887,0.0006874,0.00141073,0.002379661,0.003291804,0.007593063,0.032208574,0.001332518,0.004616047,0.03397359,0.005344588,0.018088187,0.032096263,0.032626387,0.091383115,0.007605572,0.01834503,0.00323097,0.018992306,0.051938961,0.027036509,0.076743018,0.020284352,0.273197677,0.007677115,0.063572275,0.002965929,0.022987901,0.003820062,0.012390764,0.007502845,0.020268243,0.001616554,0.001830543
50,0.02049555,0.003635535,0.016527554,0.007837791,0.028706029,0.002672309,0.009084182,0.002091209,0.00482085,0.000444033,0.001287909,0.001415533,0.004874197,0.002969569,0.015993619,0.00084178,0.006502422,0.066744282,0.00451404,0.009280864,0.021520871,0.021627326,0.152027683,0.004154225,0.025384621,0.001640954,0.011503211,0.079303154,0.018331248,0.112078649,0.007227776,0.119206607,0.00268076,0.141619166,0.000945801,0.030927201,0.002073943,0.010491678,0.004357691,0.022045043,0.002193513,0.014551707
51,0.006511993,0.005051108,0.085603984,0.004777074,0.018381339,0.002235226,0.017595677,0.003588062,0.008188415,0.000377641,0.001502711,0.000514634,0.001267723,0.01883971,0.226875113,0.001675219,0.012149483,0.003148482,0.006225152,0.008362179,0.013138433,0.005463484,0.039446985,0.00103064,0.006874726,0.009379023,0.005162649,0.019852722,0.003739941,0.011997503,0.021563414,0.055586185,0.007757354,0.188719236,0.004818716,0.131464251,0.004680527,0.033449177,0.001812354,0.014897184,0.000296529,0.000623261
52,0.006416466,0.004947168,0.0581118,0.006564537,0.020623389,0.002056901,0.011016482,0.003175185,0.006255141,0.000339641,0.000918325,0.000648559,0.00124104,0.014636907,0.144654236,0.001290965,0.011151308,0.00356094,0.004502282,0.008627574,0.01613814,0.006221472,0.03397706,0.001339617,0.005857333,0.004517209,0.007059701,0.027177336,0.004628339,0.013478782,0.022746412,0.091104186,0.00753676,0.234902562,0.004612047,0.192740834,0.002880745,0.014670702,0.001870575,0.012379056,0.000332842,0.000534748
53,0.003796645,0.00190782,0.063646868,0.001505138,0.008325606,0.001727774,0.013709652,0.002835733,0.006409201,0.000253836,0.000924257,0.000161134,0.00077896,0.017391921,0.330080093,0.001412454,0.007648858,0.001554515,0.005534474,0.005861558,0.009531075,0.002824053,0.022540346,0.00032724,0.004338832,0.009386442,0.001288376,0.007963621,0.001564969,0.006491733,0.013633295,0.061999725,0.005463593,0.183931275,0.001680526,0.097549159,0.008148197,0.087108933,0.001392502,0.008224344,0.00015069,0.000393456
54,0.00452701,0.003642157,0.016452552,0.001716114,0.004984065,0.003884642,0.015079543,0.007220376,0.011144895,0.000467403,0.001293258,0.000240835,0.000713351,0.041602998,0.185937541,0.00277472,0.024107733,0.001926943,0.011594859,0.019401032,0.022339218,0.006451086,0.018053142,0.000611197,0.002099467,0.005506318,0.002018729,0.006524232,0.002258302,0.006536844,0.03205967,0.094761729,0.019606893,0.158274347,0.00311265,0.017523377,0.041126891,0.209260988,0.003694998,0.006480269,0.000244946,0.000533866
55,0.003456188,0.003148227,0.00837588,0.001577579,0.002738973,0.003164103,0.010275958,0.007886338,0.01239394,0.000664534,0.000995819,0.000233033,0.000470667,0.038447734,0.17593126,0.00216364,0.008386725,0.001739946,0.008123609,0.014512321,0.01627925,0.005582416,0.011448046,0.000512759,0.000935402,0.004657369,0.001928195,0.003669121,0.002089473,0.004079446,0.034722738,0.201077383,0.019448533,0.024832842,0.002699001,0.004006305,0.043963049,0.315339904,0.003159976,0.004452263,0.000244408,0.000386667
